title;year;volume;issue;journal;language;family;subgroup;mono_multilingual;topic;country;region;continent;coder;inclusion
The use of nouns and verbs by Japanese children and their caregivers in book-reading and toy-playing contexts;2006;33;1;JCL;Japanese;Japonic;non-Indo-European;NR;Vocabulary and Semantics;United States;northamerica;North America;MK;included
The use of nouns and verbs by Japanese children and their caregivers in book-reading and toy-playing contexts;2006;33;1;JCL;Japanese;Japonic;non-Indo-European;NR;Vocabulary and Semantics;Japan;easternasia;Others;MK;included
Word learning deficit among Chinese dyslexic children;2006;33;1;JCL;Cantonese;Sino-Tibetan;non-Indo-European;NR;Language and Cognition;China;easternasia;Others;MK;included
Common aetiology for diverse language skills in 4 1/2-year-old twins;2006;33;2;JCL;English;Indo-European;English;mono;Language and Cognition;United Kingdom;northerneurope;Europe;MK;included
Common aetiology for diverse language skills in 4 1/2-year-old twins;2006;33;2;JCL;English;Indo-European;English;mono;Language and Cognition;United States;northamerica;North America;MK;included
Common aetiology for diverse language skills in 4 1/2-year-old twins;2006;33;2;JCL;English;Indo-European;English;mono;Phonology;United Kingdom;northerneurope;Europe;MK;included
Common aetiology for diverse language skills in 4 1/2-year-old twins;2006;33;2;JCL;English;Indo-European;English;mono;Phonology;United States;northamerica;North America;MK;included
Common aetiology for diverse language skills in 4 1/2-year-old twins;2006;33;2;JCL;English;Indo-European;English;mono;Vocabulary and Semantics;United Kingdom;northerneurope;Europe;MK;included
Common aetiology for diverse language skills in 4 1/2-year-old twins;2006;33;2;JCL;English;Indo-European;English;mono;Vocabulary and Semantics;United States;northamerica;North America;MK;included
Common aetiology for diverse language skills in 4 1/2-year-old twins;2006;33;2;JCL;English;Indo-European;English;mono;Morphosyntax;United Kingdom;northerneurope;Europe;MK;included
Common aetiology for diverse language skills in 4 1/2-year-old twins;2006;33;2;JCL;English;Indo-European;English;mono;Morphosyntax;United States;northamerica;North America;MK;included
Differing sequences of metaphonological development in French and English;2006;33;2;JCL;French;Indo-European;other Indo-European;mono (NR);Phonology;United Kingdom;northerneurope;Europe;MK;included
Differing sequences of metaphonological development in French and English;2006;33;2;JCL;French;Indo-European;other Indo-European;mono (NR);Phonology;France;westerneurope;Europe;MK;included
Differing sequences of metaphonological development in French and English;2006;33;2;JCL;French;Indo-European;other Indo-European;mono (NR);Language and Cognition;United Kingdom;northerneurope;Europe;MK;included
Differing sequences of metaphonological development in French and English;2006;33;2;JCL;French;Indo-European;other Indo-European;mono (NR);Language and Cognition;France;westerneurope;Europe;MK;included
Differing sequences of metaphonological development in French and English;2006;33;2;JCL;English;Indo-European;English;mono (NR);Phonology;United Kingdom;northerneurope;Europe;MK;included
Differing sequences of metaphonological development in French and English;2006;33;2;JCL;English;Indo-European;English;mono (NR);Phonology;France;westerneurope;Europe;MK;included
Differing sequences of metaphonological development in French and English;2006;33;2;JCL;English;Indo-European;English;mono (NR);Language and Cognition;United Kingdom;northerneurope;Europe;MK;included
Differing sequences of metaphonological development in French and English;2006;33;2;JCL;English;Indo-European;English;mono (NR);Language and Cognition;France;westerneurope;Europe;MK;included
Direct object predictability: effects on young children’s imitation of sentences;2006;33;2;JCL;English;Indo-European;English;mono;Morphosyntax;United States;northamerica;North America;MK;included
Direct object predictability: effects on young children’s imitation of sentences;2006;33;2;JCL;English;Indo-European;English;mono;Language and Cognition;United States;northamerica;North America;MK;included
Early noun plurals in German: regularity, productivity or default ?;2006;33;2;JCL;German;Indo-European;other Indo-European;mono;Morphosyntax;Austria;westerneurope;Europe;MK;included
Early noun plurals in German: regularity, productivity or default ?;2006;33;2;JCL;German;Indo-European;other Indo-European;mono;Morphosyntax;Israel;westernasia;Others;MK;included
Getting to the root: young writers’ sensitivity to the role of root morphemes in the spelling of inflected and derived words;2006;33;2;JCL;English;Indo-European;English;NR;Morphosyntax;Canada;northamerica;North America;MK;included
Getting to the root: young writers’ sensitivity to the role of root morphemes in the spelling of inflected and derived words;2006;33;2;JCL;English;Indo-European;English;NR;Morphosyntax;United Kingdom;northerneurope;Europe;MK;included
Getting to the root: young writers’ sensitivity to the role of root morphemes in the spelling of inflected and derived words;2006;33;2;JCL;English;Indo-European;English;NR;Language and Cognition;Canada;northamerica;North America;MK;included
Getting to the root: young writers’ sensitivity to the role of root morphemes in the spelling of inflected and derived words;2006;33;2;JCL;English;Indo-European;English;NR;Language and Cognition;United Kingdom;northerneurope;Europe;MK;included
Interaction of lexical and grammatical aspect in toddlers’ language;2006;33;2;JCL;English;Indo-European;English;NR;Morphosyntax;United States;northamerica;North America;MK;included
Interaction of lexical and grammatical aspect in toddlers’ language;2006;33;2;JCL;English;Indo-European;English;NR;Vocabulary and Semantics;United States;northamerica;North America;MK;included
Learning to use demonstratives in conversation: what do language specific strategies in Turkish reveal ?;2006;33;2;JCL;Turkish;Turkic;non-Indo-European;mono;Non-verbal communication;Netherlands;westerneurope;Europe;MK;included
Learning to use demonstratives in conversation: what do language specific strategies in Turkish reveal ?;2006;33;2;JCL;Turkish;Turkic;non-Indo-European;mono;Non-verbal communication;Turkey;westernasia;Others;MK;included
Learning to use demonstratives in conversation: what do language specific strategies in Turkish reveal ?;2006;33;2;JCL;Turkish;Turkic;non-Indo-European;mono;Pragmatics and Discourse;Netherlands;westerneurope;Europe;MK;included
Learning to use demonstratives in conversation: what do language specific strategies in Turkish reveal ?;2006;33;2;JCL;Turkish;Turkic;non-Indo-European;mono;Pragmatics and Discourse;Turkey;westernasia;Others;MK;included
Object agreement and specificity in early Swahili;2006;33;2;JCL;Swahili;Niger-Congo;non-Indo-European;NR;Morphosyntax;United States;northamerica;North America;MK;included
Young children’s expectation of competence in word learning;2006;33;2;JCL;Hebrew;Afro-Asiatic;non-Indo-European;mono (NR);Pragmatics and Discourse;Israel;westernasia;Others;MK;included
Young children’s expectation of competence in word learning;2006;33;2;JCL;Hebrew;Afro-Asiatic;non-Indo-European;mono (NR);Vocabulary and Semantics;Israel;westernasia;Others;MK;included
Comparing different accounts of inversion errors in children’s non-subject wh-questions: ‘What experimental data can tell us ?’;2006;33;3;JCL;English;Indo-European;English;mono;Morphosyntax;Germany;westerneurope;Europe;MK;included
Comparing different accounts of inversion errors in children’s non-subject wh-questions: ‘What experimental data can tell us ?’;2006;33;3;JCL;English;Indo-European;English;mono;Morphosyntax;United Kingdom;northerneurope;Europe;MK;included
Effects of familiarity on mothers’ talk about nouns and verbs;2006;33;3;JCL;English;Indo-European;English;mono;Vocabulary and Semantics;Canada;northamerica;North America;MK;included
Effects of familiarity on mothers’ talk about nouns and verbs;2006;33;3;JCL;English;Indo-European;English;mono;Pragmatics and Discourse;Canada;northamerica;North America;MK;included
Effects of familiarity on mothers’ talk about nouns and verbs;2006;33;3;JCL;English;Indo-European;English;mono;Morphosyntax;Canada;northamerica;North America;MK;included
Facilitation and practice in verb acquisition;2006;33;3;JCL;Hebrew;Afro-Asiatic;non-Indo-European;mono;Morphosyntax;United Kingdom;northerneurope;Europe;MK;included
I’m sorry I said that: apologies in young children’s discourse;2006;33;3;JCL;English;Indo-European;English;mono;Pragmatics and Discourse;United States;northamerica;North America;MK;included
Individual differences in the influence of phonological characteristics on expressive vocabulary development by young children;2006;33;3;JCL;English;Indo-European;English;mono (NR);Phonology;United States;northamerica;North America;MK;included
Individual differences in the influence of phonological characteristics on expressive vocabulary development by young children;2006;33;3;JCL;English;Indo-European;English;mono (NR);Vocabulary and Semantics;United States;northamerica;North America;MK;included
Polish children’s productivity with case marking: the role of regularity, type frequency, and phonological diversity;2006;33;3;JCL;Polish;Indo-European;other Indo-European;mono (NR);Language and Cognition;United Kingdom;northerneurope;Europe;MK;included
Polish children’s productivity with case marking: the role of regularity, type frequency, and phonological diversity;2006;33;3;JCL;Polish;Indo-European;other Indo-European;mono (NR);Phonology;United Kingdom;northerneurope;Europe;MK;included
Polish children’s productivity with case marking: the role of regularity, type frequency, and phonological diversity;2006;33;3;JCL;Polish;Indo-European;other Indo-European;mono (NR);Morphosyntax;United Kingdom;northerneurope;Europe;MK;included
Priming overgeneralizations in two- and four-year-old children;2006;33;3;JCL;English;Indo-European;English;mono;Language and Cognition;United States;northamerica;North America;MK;included
Priming overgeneralizations in two- and four-year-old children;2006;33;3;JCL;English;Indo-European;English;mono;Vocabulary and Semantics;United States;northamerica;North America;MK;included
Typological effects on spelling development: a crosslinguistic study of Hebrew and Dutch;2006;33;3;JCL;English;Indo-European;English;mono;Language and Cognition;Belgium;westerneurope;Europe;MK;included
